
Lmod is automatically replacing "gcc/12.3" with "intel/2023.2.1".


Due to MODULEPATH changes, the following have been reloaded:
  1) aocl-blas/5.1     2) aocl-lapack/5.1     3) flexiblas/3.3.1     4) openmpi/4.1.5

LAMMPS (22 Jul 2025 - Development - patch_22Jul2025-72-g8b7fdf9ad3)
KOKKOS mode with Kokkos version 4.6.2 is enabled
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
WARNING: Detected non-ASCII characters in input. Will try to continue by replacing with ASCII equivalents where known. (src/input.cpp:478)
Created orthogonal box = (-50 -57.32 0) to (50 57.32 130)
  1 by 1 by 1 MPI processor grid
Lattice spacing in x,y,z = 2.866 2.866 2.866
Created 57960 atoms
  using lattice units in orthogonal box = (-50 -57.32 0) to (50 57.32 130)
  create_atoms CPU = 0.009 seconds
Lattice spacing in x,y,z = 4.05 4.05 4.05
Created 249 atoms
  using lattice units in orthogonal box = (-50 -57.32 0) to (50 57.32 130)
  create_atoms CPU = 0.001 seconds
249 atoms in group particle_group
57960 atoms in group substrate_group
19320 atoms in group frozen_atoms
9680 atoms in group thermostat_atoms
28960 atoms in group mobile_atoms
29209 atoms in group nve_atoms
Reading eam/fs potential file /home/wuwen123/comp/yao/lammps/potentials/AlFe_mm.eam.fs with DATE: 2007-06-11
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8.5
  ghost atom cutoff = 8.5
  binsize = 8.5, bins = 12 14 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/fs, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0001
Per MPI rank memory allocation (min/avg/max) = 14.42 | 14.42 | 14.42 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng         Press     
      5600   0.56           207.2352      -228095.39      1559.2324     -226536.16     -31508.752    
      5800   0.58           214.6909      -228065.14      1615.3289     -226449.82     -32275.639    
      6000   0.6            220.09586     -228017.1       1655.9956     -226361.1      -33042.205    
      6200   0.62           224.57916     -227961.61      1689.7279     -226271.88     -33797.855    
      6400   0.64           230.6072      -227918.55      1735.0827     -226183.46     -34558.589    
      6600   0.66           235.54323     -227871.99      1772.2213     -226099.76     -35279.966    
      6800   0.68           238.35679     -227815.3       1793.3904     -226021.91     -35933.397    
      7000   0.7            239.93328     -227753.33      1805.2519     -225948.08     -36533.255    
      7200   0.72           239.29544     -227678.37      1800.4528     -225877.92     -37067.072    
      7400   0.74           236.63038     -227591.28      1780.401      -225810.88     -37523.309    
      7600   0.76           234.0892      -227506.9       1761.2812     -225745.62     -37924.502    
      7800   0.78           232.44318     -227431.1       1748.8966     -225682.21     -38272.931    
      8000   0.8            230.57529     -227356.31      1734.8426     -225621.47     -38544.691    
      8200   0.82           228.23977     -227280.17      1717.2702     -225562.9      -38730.269    
      8400   0.84           226.51101     -227209.24      1704.2631     -225504.97     -38870.499    
      8600   0.86           225.36267     -227142.86      1695.623      -225447.24     -39016.949    
      8800   0.88           224.49281     -227079.05      1689.0782     -225389.97     -39166.354    
      9000   0.9            224.46398     -227021.54      1688.8613     -225332.68     -39346.644    
      9200   0.92           224.63566     -226965.18      1690.153      -225275.02     -39581.132    
      9400   0.94           224.02168     -226902.6       1685.5334     -225217.06     -39832.927    
      9600   0.96           223.19392     -226837.32      1679.3054     -225158.01     -40100.12     
      9800   0.98           223.3669      -226777.14      1680.6069     -225096.53     -40410.709    
     10000   1              223.31558     -226714.28      1680.2207     -225034.06     -40714.882    
     10200   1.02           221.305       -226637.73      1665.0932     -224972.64     -40955.383    
     10400   1.04           219.39947     -226561.45      1650.756      -224910.69     -41190.386    
     10600   1.06           218.91805     -226494.41      1647.1338     -224847.28     -41469.958    
     10800   1.08           218.71182     -226428.94      1645.5821     -224783.36     -41767.489    
     11000   1.1            218.83701     -226365.44      1646.5241     -224718.92     -42115.852    
     11200   1.12           218.8317      -226301.2       1646.4841     -224654.72     -42504.124    
     11400   1.14           217.61288     -226229.59      1637.3137     -224592.28     -42895.859    
     11600   1.16           215.60756     -226152.92      1622.2258     -224530.7      -43272.714    
     11800   1.18           214.63975     -226083.2       1614.944      -224468.25     -43602.007    
     12000   1.2            213.68484     -226012.91      1607.7593     -224405.15     -43885.461    
     12200   1.22           213.39356     -225946.46      1605.5677     -224340.89     -44164.943    
     12400   1.24           213.5008      -225882.1       1606.3746     -224275.73     -44486.222    
     12600   1.26           211.97104     -225806.09      1594.8647     -224211.23     -44797.771    
     12800   1.28           209.62106     -225724.64      1577.1835     -224147.46     -45099.595    
     13000   1.3            208.12245     -225649.76      1565.908      -224083.85     -45420.97     
     13200   1.32           207.78172     -225584.27      1563.3444     -224020.93     -45739.056    
     13400   1.34           206.97183     -225517.58      1557.2507     -223960.33     -46013.557    
     13600   1.36           206.03899     -225453         1550.2321     -223902.77     -46260.186    
     13800   1.38           204.82222     -225389.44      1541.0772     -223848.36     -46479.873    
     14000   1.4            203.41859     -225327.33      1530.5163     -223796.82     -46668.604    
     14200   1.42           201.96976     -225267.39      1519.6153     -223747.78     -46833.959    
     14400   1.44           201.05319     -225212.74      1512.7191     -223700.02     -46977.452    
     14600   1.46           200.46746     -225161.65      1508.312      -223653.34     -47099.77     
     14800   1.48           200.05776     -225114.35      1505.2295     -223609.12     -47224.556    
     15000   1.5            198.53099     -225061.27      1493.7421     -223567.53     -47308.125    
     15200   1.52           196.72529     -225006.92      1480.1561     -223526.76     -47372.105    
     15400   1.54           196.37699     -224963.76      1477.5354     -223486.22     -47455.952    
     15600   1.56           196.02397     -224922.08      1474.8793     -223447.21     -47571.422    
     15800   1.58           194.37907     -224872         1462.5031     -223409.49     -47696.178    
     16000   1.6            192.93838     -224822.54      1451.6634     -223370.87     -47820.746    
     16200   1.62           191.79621     -224773.84      1443.0698     -223330.77     -47932.274    
     16400   1.64           190.84325     -224726.41      1435.8997     -223290.51     -48030.176    
     16600   1.66           189.56042     -224677.04      1426.2478     -223250.8      -48119.872    
     16800   1.68           188.45372     -224628.77      1417.921      -223210.85     -48211.968    
     17000   1.7            187.36856     -224580.24      1409.7563     -223170.48     -48305.354    
     17200   1.72           186.19413     -224531.29      1400.9199     -223130.37     -48416.53     
     17400   1.74           184.37589     -224478.38      1387.2395     -223091.14     -48542.228    
     17600   1.76           182.91584     -224428.7       1376.2541     -223052.45     -48660.493    
     17800   1.78           182.47392     -224386.9       1372.9291     -223013.98     -48795.877    
     18000   1.8            182.25661     -224347.89      1371.2941     -222976.6      -48936.837    
     18200   1.82           181.41287     -224305.56      1364.9458     -222940.62     -49086.955    
     18400   1.84           180.37243     -224262.01      1357.1176     -222904.9      -49234.903    
     18600   1.86           179.76496     -224221.76      1352.547      -222869.22     -49384.445    
     18800   1.88           178.38825     -224176.94      1342.1886     -222834.75     -49527.765    
     19000   1.9            176.26777     -224127.57      1326.2342     -222801.33     -49676.584    
     19200   1.92           174.71518     -224082.48      1314.5526     -222767.92     -49822.342    
     19400   1.94           174.16466     -224044.73      1310.4104     -222734.32     -49965.167    
     19600   1.96           173.93031     -224009.79      1308.6472     -222701.14     -50110.617    
     19800   1.98           172.52773     -223967.98      1298.0942     -222669.89     -50245.873    
     20000   2              170.75793     -223925.28      1284.7783     -222640.5      -50368.755    
     20200   2.02           169.85479     -223889         1277.9831     -222611.02     -50509.922    
     20400   2.04           169.02995     -223852.87      1271.777      -222581.09     -50665.524    
     20600   2.06           167.56069     -223812.68      1260.7223     -222551.96     -50790.694    
     20800   2.08           165.67643     -223770.4       1246.5453     -222523.86     -50899.608    
     21000   2.1            165.05476     -223737.9       1241.8678     -222496.04     -51005.168    
     21200   2.12           164.00144     -223703.05      1233.9426     -222469.1      -51083.155    
     21400   2.14           163.24        -223670.45      1228.2136     -222442.24     -51172.605    
     21600   2.16           163.09636     -223642.66      1227.1328     -222415.53     -51285.404    
     21800   2.18           161.90073     -223608.37      1218.137      -222390.24     -51384.253    
     22000   2.2            160.51548     -223573.56      1207.7144     -222365.84     -51481.257    
     22200   2.22           159.65267     -223542.95      1201.2226     -222341.73     -51580.04     
     22400   2.24           159.30171     -223516.26      1198.582      -222317.67     -51666.643    
     22600   2.26           159.15112     -223491.14      1197.4489     -222293.69     -51757.113    
     22800   2.28           158.33319     -223461.67      1191.2949     -222270.37     -51831.642    
     23000   2.3            156.87349     -223427.77      1180.3121     -222247.45     -51905.264    
     23200   2.32           156.32189     -223400.23      1176.1619     -222224.07     -51989.48     
     23400   2.34           155.89914     -223373.65      1172.9811     -222200.67     -52095.291    
     23600   2.36           155.38342     -223346.34      1169.1009     -222177.24     -52193.808    
     23800   2.38           155.1072      -223320.9       1167.0226     -222153.88     -52261.937    
     24000   2.4            155.25015     -223298.92      1168.0981     -222130.82     -52318.69     
     24200   2.42           154.96636     -223274.39      1165.963      -222108.43     -52403.973    
     24400   2.44           154.45325     -223249.02      1162.1024     -222086.92     -52504.884    
     24600   2.46           154.23128     -223226.67      1160.4322     -222066.24     -52570.885    
     24800   2.48           154.17686     -223206.72      1160.0228     -222046.69     -52593.923    
     25000   2.5            154.15593     -223188.48      1159.8653     -222028.61     -52639.434    
     25200   2.52           153.42743     -223166.58      1154.3841     -222012.19     -52709.756    
     25400   2.54           152.40826     -223143.19      1146.7158     -221996.48     -52746.457    
     25600   2.56           152.26921     -223126.61      1145.6697     -221980.94     -52746.202    
     25800   2.58           152.54061     -223114.55      1147.7117     -221966.84     -52743.967    
     26000   2.6            152.38815     -223101.94      1146.5646     -221955.38     -52730.345    
     26200   2.62           152.0876      -223090.03      1144.3032     -221945.73     -52720.778    
     26400   2.64           151.90035     -223078.88      1142.8944     -221935.99     -52682.992    
     26600   2.66           152.03736     -223069.85      1143.9252     -221925.93     -52639.846    
     26800   2.68           152.3189      -223063.21      1146.0435     -221917.17     -52623.251    
     27000   2.7            151.81183     -223052.93      1142.2283     -221910.7      -52623.892    
     27200   2.72           150.77112     -223039.03      1134.398      -221904.63     -52611.276    
     27400   2.74           151.17134     -223034.31      1137.4093     -221896.9      -52590.4      
     27600   2.76           152.24706     -223034.63      1145.503      -221889.12     -52557.346    
     27800   2.78           152.27159     -223029.3       1145.6876     -221883.61     -52520.213    
     28000   2.8            152.23865     -223025.12      1145.4397     -221879.68     -52511.55     
     28200   2.82           152.4019      -223022.7       1146.668      -221876.03     -52492.93     
     28400   2.84           152.15742     -223017.6       1144.8285     -221872.77     -52456.242    
     28600   2.86           152.0787      -223014.36      1144.2363     -221870.12     -52423.837    
     28800   2.88           152.33071     -223014.04      1146.1324     -221867.91     -52385.134    
     29000   2.9            153.1435      -223017.99      1152.2478     -221865.74     -52348.352    
     29200   2.92           153.56768     -223019.89      1155.4393     -221864.45     -52306.875    
     29400   2.94           153.72299     -223021.06      1156.6078     -221864.45     -52268.279    
     29600   2.96           154.33708     -223026.56      1161.2283     -221865.33     -52219.732    
     29800   2.98           155.3323      -223035.67      1168.7163     -221866.95     -52147.315    
     30000   3              156.23017     -223044.99      1175.4718     -221869.52     -52060.994    
     30200   3.02           156.57011     -223050.88      1178.0295     -221872.85     -52001.176    
     30400   3.04           157.36733     -223059.87      1184.0278     -221875.84     -51950.443    
     30600   3.06           158.1473      -223068.53      1189.8963     -221878.63     -51882.534    
     30800   3.08           158.92019     -223077.44      1195.7115     -221881.73     -51808.35     
     31000   3.1            159.96536     -223089.43      1203.5753     -221885.86     -51757.435    
     31200   3.12           160.6809      -223100.65      1208.959      -221891.69     -51701.463    
     31400   3.14           161.44107     -223113.36      1214.6785     -221898.68     -51617.759    
     31600   3.16           162.12822     -223126.27      1219.8486     -221906.42     -51540.107    
     31800   3.18           162.80678     -223140.29      1224.9541     -221915.34     -51466.879    
     32000   3.2            163.16181     -223153.41      1227.6253     -221925.79     -51396.719    
     32200   3.22           163.9013      -223170.23      1233.1892     -221937.04     -51302.481    
     32400   3.24           164.96694     -223190.35      1241.2071     -221949.14     -51172.443    
     32600   3.26           165.71031     -223209.37      1246.8002     -221962.57     -51045.861    
     32800   3.28           166.21045     -223227.05      1250.5632     -221976.48     -50948.579    
     33000   3.3            167.26314     -223247.95      1258.4836     -221989.47     -50852.933    
     33200   3.32           168.33759     -223268.59      1266.5677     -222002.02     -50751.859    
     33400   3.34           168.89429     -223286.35      1270.7563     -222015.59     -50651.597    
     33600   3.36           169.4741      -223305.46      1275.1188     -222030.35     -50558.525    
     33800   3.38           170.22138     -223326.16      1280.7413     -222045.42     -50457.106    
     34000   3.4            171.35713     -223350.13      1289.2867     -222060.84     -50338.703    
     34200   3.42           172.3533      -223374.28      1296.7818     -222077.5      -50216.584    
     34400   3.44           172.4849      -223393.87      1297.772      -222096.09     -50094.44     
     34600   3.46           172.28767     -223412.36      1296.2881     -222116.07     -49965.469    
     34800   3.48           173.1868      -223438.92      1303.0531     -222135.87     -49837.043    
     35000   3.5            174.61665     -223469.44      1313.8112     -222155.63     -49699.385    
     35200   3.52           175.80798     -223498.46      1322.7748     -222175.68     -49552.542    
     35400   3.54           177.24208     -223529.49      1333.5649     -222195.92     -49420.815    
     35600   3.56           177.69774     -223554.99      1336.9932     -222218        -49293.377    
     35800   3.58           177.89753     -223579.97      1338.4965     -222241.48     -49156.237    
     36000   3.6            179.05201     -223611.49      1347.1827     -222264.31     -49006.179    
     36200   3.62           181.35883     -223650.5       1364.5392     -222285.96     -48872.978    
     36400   3.64           182.77044     -223683.07      1375.1601     -222307.91     -48746.921    
     36600   3.66           183.25795     -223709.3       1378.8282     -222330.47     -48603.323    
     36800   3.68           184.44499     -223740.55      1387.7594     -222352.79     -48492.854    
     37000   3.7            185.61451     -223772         1396.5589     -222375.44     -48366.714    
     37200   3.72           185.77103     -223796.41      1397.7365     -222398.68     -48230.519    
     37400   3.74           187.09782     -223828.76      1407.7192     -222421.04     -48157.375    
     37600   3.76           188.77465     -223863.81      1420.3357     -222443.47     -48100.243    
     37800   3.78           189.88888     -223895.6       1428.7191     -222466.88     -48002.112    
     38000   3.8            191.88752     -223934.21      1443.7568     -222490.45     -47868.596    
     38200   3.82           193.46074     -223970.83      1455.5937     -222515.24     -47731.155    
     38400   3.84           194.24199     -224003.21      1461.4718     -222541.74     -47589.499    
     38600   3.86           194.89203     -224035.04      1466.3627     -222568.68     -47453.091    
     38800   3.88           196.41496     -224073.02      1477.8211     -222595.2      -47346.228    
     39000   3.9            198.32443     -224113.92      1492.188      -222621.74     -47228.497    
     39200   3.92           199.21009     -224147.91      1498.8517     -222649.06     -47076.509    
     39400   3.94           200.56014     -224185.65      1509.0094     -222676.64     -46948.377    
     39600   3.96           201.84512     -224223.75      1518.6775     -222705.07     -46838.693    
     39800   3.98           202.71882     -224260.83      1525.2513     -222735.58     -46739.055    
     40000   4              203.96072     -224302.74      1534.5953     -222768.15     -46628.145    
     40200   4.02           205.04377     -224344.45      1542.7441     -222801.71     -46497.063    
     40400   4.04           205.85621     -224383.87      1548.8569     -222835.02     -46343.474    
     40600   4.06           206.71378     -224423.44      1555.3092     -222868.14     -46198.761    
     40800   4.08           207.93295     -224465.52      1564.4822     -222901.04     -46089.835    
     41000   4.1            209.62784     -224510.46      1577.2345     -222933.23     -45987.02     
     41200   4.12           211.19366     -224553.95      1589.0157     -222964.93     -45887.432    
     41400   4.14           212.14332     -224593.26      1596.1609     -222997.09     -45781.918    
     41600   4.16           212.12911     -224626.61      1596.054      -223030.56     -45674.574    
     41800   4.18           213.08507     -224667.41      1603.2467     -223064.16     -45563.205    
     42000   4.2            214.47639     -224711.77      1613.7149     -223098.06     -45452.426    
     42200   4.22           215.30487     -224753.22      1619.9483     -223133.27     -45329.5      
     42400   4.24           216.56355     -224798.6       1629.4186     -223169.18     -45209.407    
     42600   4.26           217.8151      -224844.61      1638.8353     -223205.78     -45073.281    
     42800   4.28           218.59991     -224888.9       1644.7401     -223244.16     -44927.864    
     43000   4.3            219.09808     -224932.73      1648.4883     -223284.24     -44762.886    
     43200   4.32           220.13836     -224980.95      1656.3154     -223324.64     -44592.33     
     43400   4.34           221.73953     -225032.88      1668.3626     -223364.51     -44437.934    
     43600   4.36           222.41363     -225077.47      1673.4345     -223404.04     -44290.722    
     43800   4.38           223.40848     -225123.82      1680.9197     -223442.9      -44141.325    
     44000   4.4            224.33974     -225170.19      1687.9265     -223482.26     -43984.845    
     44200   4.42           225.22113     -225217.07      1694.558      -223522.51     -43813.655    
     44400   4.44           225.81676     -225262.89      1699.0395     -223563.85     -43665.08     
     44600   4.46           226.12458     -225308.23      1701.3555     -223606.88     -43498.933    
     44800   4.48           226.61274     -225356.18      1705.0285     -223651.16     -43309.367    
     45000   4.5            227.21516     -225405.5       1709.5611     -223695.94     -43101.891    
     45200   4.52           228.77737     -225461.59      1721.3151     -223740.27     -42917.329    
     45400   4.54           229.87647     -225514.63      1729.5847     -223785.04     -42712.883    
     45600   4.56           229.89857     -225559.7       1729.751      -223829.95     -42498.451    
     45800   4.58           230.23539     -225606.17      1732.2852     -223873.88     -42307.69     
     46000   4.6            230.88181     -225655.27      1737.1489     -223918.13     -42138.861    
     46200   4.62           231.1829      -225703.41      1739.4142     -223964        -41964.15     
     46400   4.64           231.78804     -225755.43      1743.9673     -224011.47     -41758.645    
     46600   4.66           232.63819     -225810.56      1750.3638     -224060.2      -41538.015    
     46800   4.68           233.19671     -225864.47      1754.5661     -224109.9      -41315.276    
     47000   4.7            234.13047     -225921.43      1761.5917     -224159.84     -41088.09     
     47200   4.72           234.42934     -225973.71      1763.8404     -224209.87     -40852.185    
     47400   4.74           235.38723     -226029.97      1771.0476     -224258.93     -40619.714    
     47600   4.76           236.06418     -226083.33      1776.1409     -224307.19     -40394.35     
     47800   4.78           235.97464     -226130.71      1775.4672     -224355.24     -40170.461    
     48000   4.8            236.92109     -226185.89      1782.5882     -224403.3      -39963.855    
     48200   4.82           236.94943     -226235.55      1782.8015     -224452.75     -39731.852    
     48400   4.84           236.82684     -226284.94      1781.8791     -224503.06     -39500.123    
     48600   4.86           237.68166     -226342.18      1788.3108     -224553.87     -39276.078    
     48800   4.88           237.99323     -226395.89      1790.655      -224605.24     -39019.557    
     49000   4.9            237.75534     -226445.24      1788.8651     -224656.38     -38731.942    
     49200   4.92           237.01044     -226490.7       1783.2605     -224707.44     -38470.804    
     49400   4.94           236.79765     -226539.99      1781.6595     -224758.33     -38235.375    
     49600   4.96           237.49311     -226596.9       1786.8921     -224810.01     -37984.571    
     49800   4.98           238.18235     -226655.54      1792.078      -224863.46     -37697.317    
     50000   5              238.72686     -226713.02      1796.1748     -224916.85     -37404.852    
Loop time of 67.5342 on 1 procs for 50000 steps with 58209 atoms

Performance: 6.397 ns/day, 3.752 hours/ns, 740.366 timesteps/s, 43.096 Matom-step/s
98.5% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 30.32      | 30.32      | 30.32      |   0.0 | 44.90
Neigh   | 0.035825   | 0.035825   | 0.035825   |   0.0 |  0.05
Comm    | 0.23302    | 0.23302    | 0.23302    |   0.0 |  0.35
Output  | 11.64      | 11.64      | 11.64      |   0.0 | 17.24
Modify  | 23.492     | 23.492     | 23.492     |   0.0 | 34.79
Other   |            | 1.813      |            |       |  2.68

Nlocal:          58209 ave       58209 max       58209 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:          19604 ave       19604 max       19604 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:              0 ave           0 max           0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  1.09116e+07 ave 1.09116e+07 max 1.09116e+07 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 10911562
Ave neighs/atom = 187.4549
Neighbor list builds = 68
Dangerous builds = 0
System init for write_restart ...
Total wall time: 0:01:08
